Lambda,2019DOY239F013Cotton_p100100000.asd,2019DOY239F013Cotton_p100200000.asd,2019DOY239F013Cotton_p100300000.asd,2019DOY239F013Cotton_p100400000.asd,2019DOY239F013Cotton_p100500000.asd,2019DOY239F013Cotton_p100600000.asd,2019DOY239F013Cotton_p100700000.asd,2019DOY239F013Cotton_p100800000.asd,2019DOY239F013Cotton_p100900000.asd,2019DOY239F013Cotton_p101000000.asd,2019DOY239F013Cotton_p101100000.asd,2019DOY239F013Cotton_p101200000.asd,2019DOY239F013Cotton_p101300000.asd,2019DOY239F013Cotton_p101400000.asd,2019DOY239F013Cotton_p101500000.asd,2019DOY239F013Cotton_p101600000.asd,2019DOY239F013Cotton_p101700000.asd,2019DOY239F013Cotton_p101800000.asd,2019DOY239F013Cotton_p101900000.asd,2019DOY239F013Cotton_p102000000.asd,2019DOY239F013Cotton_p102100000.asd,2019DOY239F013Cotton_p102200000.asd,2019DOY239F013Cotton_p102300000.asd,2019DOY239F013Cotton_p102400000.asd,2019DOY239F013Cotton_p102500000.asd,2019DOY239F013Cotton_p102600000.asd,2019DOY239F013Cotton_p102700000.asd,2019DOY239F013Cotton_p102800000.asd,2019DOY239F013Cotton_p102900000.asd,2019DOY239F013Cotton_p103000000.asd,2019DOY239F013Cotton_p103100000.asd,2019DOY239F013Cotton_p103200000.asd,2019DOY239F013Cotton_p103300000.asd,2019DOY239F013Cotton_p103400000.asd,2019DOY239F013Cotton_p103500000.asd,2019DOY239F013Cotton_p103600000.asd,2019DOY239F013Cotton_p103700000.asd,2019DOY239F013Cotton_p103800000.asd,2019DOY239F013Cotton_p103900000.asd,2019DOY239F013Cotton_p104000000.asd,2019DOY239F013Cotton_p104100000.asd,2019DOY239F013Cotton_p104300000.asd,2019DOY239F013Cotton_p104400000.asd,2019DOY239F013Cotton_p104500000.asd,2019DOY239F013Cotton_p104600000.asd,2019DOY239F013Cotton_p104700000.asd,2019DOY239F013Cotton_p104800000.asd,2019DOY239F013Cotton_p200100000.asd,2019DOY239F013Cotton_p200300000.asd,2019DOY239F013Cotton_p200400000.asd,2019DOY239F013Cotton_p200500000.asd,2019DOY239F013Cotton_p200600000.asd,2019DOY239F013Cotton_p200700000.asd,2019DOY239F013Cotton_p200800000.asd,2019DOY239F013Cotton_p200900000.asd,2019DOY239F013Cotton_p201100000.asd,2019DOY239F013Cotton_p201200000.asd,2019DOY239F013Cotton_p201300000.asd,2019DOY239F013Cotton_p201400000.asd,2019DOY239F013Cotton_p201500000.asd,2019DOY239F013Cotton_p201600000.asd,2019DOY239F013Cotton_p201700000.asd,2019DOY239F013Cotton_p201800000.asd,2019DOY239F013Cotton_p201900000.asd,2019DOY239F013Cotton_p202000000.asd,2019DOY239F013Cotton_p202100000.asd,2019DOY239F013Cotton_p202200000.asd,2019DOY239F013Cotton_p202300000.asd,2019DOY239F013Cotton_p202400000.asd,2019DOY239F013Cotton_p202500000.asd,2019DOY239F013Cotton_p202600000.asd,2019DOY239F013Cotton_p202700000.asd,2019DOY239F013Cotton_p202800000.asd,2019DOY239F013Cotton_p202900000.asd,2019DOY239F013Cotton_p203000000.asd,2019DOY239F013Cotton_p203100000.asd,2019DOY239F013Cotton_p203200000.asd,2019DOY239F013Cotton_p203300000.asd,2019DOY239F013Cotton_p203400000.asd,2019DOY239F013Cotton_p203500000.asd,2019DOY239F013Cotton_p203600000.asd,2019DOY239F013Cotton_p203700000.asd,2019DOY239F013Cotton_p203800000.asd,2019DOY239F013Cotton_p203900000.asd,2019DOY239F013Cotton_p204000000.asd,2019DOY239F013Cotton_p204100000.asd,2019DOY239F013Cotton_p204200000.asd,2019DOY239F013Cotton_p204300000.asd,2019DOY239F013Cotton_p204400000.asd,2019DOY239F013Cotton_p204500000.asd,2019DOY239F013Cotton_p204600000.asd,2019DOY239F013Cotton_p204700000.asd,2019DOY239F013Cotton_p204800000.asd
1459,0.129346443,0.123097127,0.128993121,0.133376369,0.121924157,0.13071045,0.138015373,0.130688353,0.123777926,0.129610823,0.112369364,0.130833338,0.14029853,0.141443717,0.142976118,0.095401343,0.133493565,0.135225642,0.128367938,0.139748544,0.133390883,0.121378512,0.135996739,0.14375575,0.125260345,0.13588639,0.146426829,0.119024182,0.137778628,0.12368686,0.135030558,0.118005296,0.127040861,0.147135825,0.134081183,0.149473727,0.140658327,0.1359422,0.126734161,0.144879111,0.12486974,0.133914378,0.134930024,0.120750897,0.133894166,0.113942042,0.135663386,0.104183615,0.136525534,0.141250166,0.131857869,0.120666459,0.0990121,0.140216842,0.117866099,0.145617624,0.103654925,0.133659782,0.133512461,0.120224411,0.126850594,0.111181591,0.132947459,0.120997654,0.121945169,0.148203823,0.1272382,0.130889764,0.122317683,0.135044432,0.118091492,0.118604667,0.137322596,0.130034372,0.122064179,0.137420358,0.160684039,0.119738911,0.129139576,0.143774869,0.126782747,0.122778848,0.124409167,0.141329599,0.115706358,0.144861002,0.113485734,0.13071521,0.15935612,0.139417779,0.133117847,0.143620528,0.133258371
1460,0.129801989,0.123526398,0.12947778,0.133867432,0.12238829,0.131185751,0.138490742,0.131142052,0.124237517,0.130061494,0.112788267,0.131309043,0.140783204,0.141936107,0.143477999,0.095711973,0.133947998,0.135714357,0.128820306,0.140217846,0.13387273,0.121833491,0.136473427,0.144223046,0.125697215,0.136345953,0.146903233,0.119438729,0.138268962,0.124141011,0.135494311,0.11843401,0.127482036,0.147636221,0.13453386,0.149935724,0.141133125,0.136401871,0.127179416,0.145356191,0.125313613,0.134399726,0.13543694,0.121225395,0.134384561,0.114374913,0.136119774,0.104568785,0.137020785,0.1417858,0.132350887,0.121132933,0.099430711,0.140705026,0.118323949,0.14613389,0.10406209,0.134172854,0.134010442,0.120672533,0.127323721,0.111622159,0.133420372,0.121494333,0.122443913,0.148779219,0.127728498,0.131387284,0.122762012,0.135534701,0.118560983,0.119072749,0.137827177,0.130528904,0.122536556,0.137975745,0.161289467,0.120199803,0.129627988,0.144302551,0.127269337,0.123263832,0.124899835,0.141858482,0.116161531,0.145383296,0.11396376,0.131238259,0.15993235,0.139954101,0.133619276,0.144159183,0.133758374
1461,0.130299853,0.123990095,0.130004308,0.134401685,0.122894898,0.131694156,0.139009527,0.131642608,0.124725828,0.130548972,0.113236869,0.131809005,0.141306061,0.142465745,0.144008992,0.096062399,0.134451135,0.136239265,0.12930452,0.140723436,0.13439715,0.122338279,0.136979657,0.144723853,0.126178102,0.13684057,0.147432063,0.11988613,0.138813806,0.124632594,0.136003666,0.118896802,0.127965186,0.148189463,0.135030363,0.150424568,0.141646777,0.136892694,0.12767893,0.145869733,0.125783919,0.134929126,0.135996645,0.121736107,0.134893367,0.114858034,0.136615362,0.10498143,0.137544472,0.142367953,0.132881297,0.121642043,0.099888069,0.141229816,0.118798975,0.146686401,0.104488947,0.134728856,0.134523274,0.121146649,0.127823772,0.112097005,0.133924318,0.122023879,0.122987337,0.149406918,0.128248489,0.131923471,0.123243584,0.136061091,0.119064383,0.119569684,0.138351154,0.131063513,0.123040339,0.138566138,0.161931429,0.120688215,0.130143481,0.144857208,0.127795177,0.123785209,0.125430031,0.142419374,0.116654,0.145941277,0.114484657,0.13180053,0.160544517,0.140519322,0.134159377,0.144732391,0.13429736
1462,0.130845458,0.124502774,0.130585812,0.134982536,0.123456171,0.132259522,0.139574396,0.132186656,0.12527978,0.131094164,0.113739897,0.132376459,0.141884635,0.143050532,0.144601567,0.09644168,0.134994106,0.136820525,0.129847527,0.141279347,0.134974606,0.12287986,0.137550479,0.14528636,0.126710829,0.137394264,0.148002583,0.120395534,0.139400842,0.125178184,0.136563376,0.11941275,0.128493173,0.148791304,0.135576713,0.150979685,0.142216151,0.137446037,0.128220228,0.146429767,0.126328916,0.135517329,0.136593932,0.122301425,0.135471229,0.115373059,0.137162841,0.105443091,0.138129622,0.143001438,0.133456711,0.122187231,0.100389872,0.141805466,0.119343057,0.147297125,0.104971395,0.135330969,0.135116038,0.121687434,0.128385544,0.11261627,0.134490489,0.122612777,0.12356975,0.150072519,0.128825835,0.132506326,0.12378271,0.136643769,0.119629579,0.120125601,0.138953274,0.131646201,0.123596276,0.139218824,0.162631385,0.121239265,0.130714903,0.145473155,0.128377054,0.124356522,0.12600801,0.143045284,0.11718733,0.146559329,0.115039794,0.132410646,0.161211547,0.141147652,0.13474443,0.145366938,0.134881246
1463,0.131419613,0.12505388,0.13121483,0.135595376,0.124060229,0.132875902,0.140180561,0.132773866,0.125889665,0.131687047,0.114282913,0.132981532,0.142506063,0.143678882,0.145244641,0.096839671,0.135566803,0.1374541,0.130432897,0.141883161,0.135589919,0.123457937,0.138175412,0.145889642,0.127288092,0.137990516,0.148612149,0.120955669,0.140022635,0.125771435,0.13717135,0.119966698,0.129059865,0.149436061,0.13616488,0.15158271,0.142825544,0.138039171,0.128792632,0.147027745,0.126932293,0.136140066,0.137229042,0.122916768,0.136093862,0.115923291,0.137755092,0.105934737,0.138767155,0.143675943,0.134062762,0.122776562,0.100929802,0.142418682,0.119945464,0.147961612,0.105488867,0.135974119,0.135765573,0.122277056,0.128996062,0.11316914,0.135108496,0.123244849,0.124189052,0.150784381,0.129451957,0.133137368,0.124364857,0.137274885,0.120235524,0.12072557,0.13961652,0.132267652,0.124202468,0.139912365,0.163378875,0.121835757,0.131327647,0.146140133,0.129004535,0.124959114,0.126623915,0.14371384,0.117760514,0.147222586,0.115622768,0.133055053,0.161935984,0.14183334,0.135367782,0.146051083,0.135494877
1464,0.132059289,0.125662779,0.13189364,0.136277278,0.124717608,0.133546622,0.14084651,0.13341448,0.126543901,0.132330561,0.114876236,0.133645717,0.143185137,0.144364392,0.145936322,0.097289547,0.136197131,0.138148941,0.131069567,0.14253878,0.136265152,0.124097052,0.138842324,0.146547301,0.127914594,0.138649517,0.149281358,0.121560663,0.140708549,0.126411593,0.137831898,0.120575841,0.129679741,0.15013417,0.136818794,0.152238728,0.143498675,0.138690015,0.129425871,0.147689186,0.12757309,0.136831357,0.13793098,0.123574702,0.136777092,0.116524862,0.1384016,0.106477368,0.139451953,0.144414297,0.134736304,0.123417135,0.101510831,0.143089635,0.120579562,0.148667775,0.106057769,0.136674329,0.136455799,0.122907985,0.129648605,0.113779066,0.135763641,0.123928074,0.124872604,0.151562559,0.130129809,0.133814073,0.124990835,0.1379532,0.120891125,0.121375312,0.140311596,0.13294818,0.124856195,0.14066784,0.164185536,0.122477222,0.131994222,0.146858562,0.129678815,0.125625838,0.127291081,0.14443642,0.118383989,0.147937746,0.116273019,0.13376969,0.16270128,0.14256428,0.136057748,0.146788913,0.136174075
1465,0.132758226,0.126318292,0.132620099,0.137017219,0.125429589,0.134266156,0.141562881,0.134101084,0.127245242,0.133028043,0.115516892,0.134373999,0.143919468,0.145103518,0.1466765,0.097787278,0.136874809,0.138894304,0.131758264,0.143236353,0.136997708,0.124780365,0.139553332,0.147261047,0.128594232,0.139371714,0.150000292,0.122218812,0.141453076,0.127095586,0.138543063,0.121238178,0.13034675,0.15088537,0.137527004,0.1529513,0.144231521,0.13940517,0.130115751,0.148395983,0.128267199,0.137594265,0.138680161,0.124273504,0.137513836,0.117165438,0.139097611,0.107069326,0.140183703,0.145210357,0.135462989,0.124088444,0.102135036,0.143813216,0.121249224,0.14941798,0.106677567,0.13742255,0.137198515,0.123588381,0.130347244,0.114437066,0.136462447,0.124665758,0.125602745,0.152383266,0.130855036,0.134529856,0.125668691,0.138681934,0.121607938,0.122073467,0.14105333,0.133681486,0.125553365,0.141487739,0.165044151,0.123169172,0.132709242,0.147624183,0.13040279,0.126351583,0.128002953,0.145218518,0.119044504,0.148706496,0.116970103,0.134542696,0.163497932,0.143340096,0.136798306,0.147579324,0.136908216
1466,0.133501571,0.127027614,0.133409909,0.137803363,0.126192055,0.135035355,0.142328542,0.134840959,0.128002071,0.133766351,0.116208773,0.135140225,0.144701517,0.14589115,0.147467752,0.098307075,0.137613899,0.139691392,0.132498282,0.143991993,0.137780795,0.125525086,0.140327203,0.148028531,0.129316889,0.140126672,0.150776067,0.122916967,0.142241463,0.127840594,0.139302753,0.121942937,0.131064226,0.151690688,0.138287075,0.153707005,0.145007385,0.140150723,0.130856621,0.149164984,0.129008703,0.138394659,0.139490529,0.125035119,0.138306261,0.11786324,0.139841265,0.107699747,0.14096657,0.146055528,0.136236658,0.124828607,0.102804879,0.144584003,0.121983922,0.15022483,0.107328632,0.138222583,0.137990202,0.124320489,0.131097656,0.115137187,0.137219915,0.125447357,0.126384745,0.153268755,0.131630015,0.135304572,0.126393746,0.139454492,0.122358565,0.12282449,0.14185225,0.134458146,0.126295182,0.142346512,0.165957554,0.123909428,0.133473439,0.148442476,0.131181104,0.127114017,0.12877539,0.146047018,0.119763134,0.149527526,0.117716975,0.135355825,0.164375871,0.144169887,0.137585049,0.148421961,0.137687598
1467,0.134289475,0.127796629,0.134259542,0.138642057,0.127000958,0.135858558,0.143151538,0.135636726,0.128814476,0.13454989,0.116952524,0.135946205,0.145535447,0.146732054,0.148311189,0.098857203,0.138410576,0.140556498,0.133289759,0.144810182,0.138615541,0.126337361,0.141153082,0.148849178,0.130082814,0.14092829,0.151611149,0.12365544,0.14307927,0.128641635,0.140113157,0.122698249,0.131830911,0.152545637,0.139109816,0.154508335,0.145837063,0.140931843,0.131648605,0.150001507,0.129794574,0.13924362,0.140368906,0.12585178,0.139161463,0.118618631,0.140641062,0.108367989,0.141799676,0.146957738,0.137065455,0.125641207,0.103512815,0.14540474,0.122769107,0.151076686,0.108018083,0.139079567,0.138828553,0.125099345,0.131893862,0.115883637,0.138022326,0.126273612,0.127229384,0.154231018,0.132459296,0.136129428,0.127158211,0.140272152,0.12314433,0.123627896,0.14269482,0.135287147,0.127087456,0.143253228,0.166931931,0.12469436,0.13428815,0.149316135,0.132010206,0.127923101,0.129603236,0.146920976,0.120537699,0.15039934,0.118522718,0.136227466,0.165326864,0.145054002,0.138433643,0.149319658,0.138521264
1468,0.135137693,0.128601331,0.135143163,0.139535071,0.127865326,0.136736131,0.144017373,0.136473669,0.129666917,0.135386612,0.117732686,0.136811196,0.14641697,0.147619255,0.149200842,0.099451927,0.139239582,0.141456091,0.134120118,0.145664277,0.139496033,0.127176778,0.14203108,0.149706625,0.130900906,0.141781506,0.152487251,0.124449845,0.143968063,0.129483596,0.14097642,0.123489873,0.13264556,0.153453207,0.139973989,0.155366801,0.146711145,0.14177825,0.132481594,0.150871456,0.130623774,0.140135095,0.141286768,0.126708998,0.140052798,0.119405044,0.141478753,0.109086546,0.142686348,0.147906,0.137941526,0.126474522,0.104270745,0.146273234,0.123600944,0.151993221,0.10875853,0.139976259,0.13971348,0.125917216,0.132737649,0.116681527,0.138875761,0.127150915,0.128113228,0.155228145,0.133334558,0.137011661,0.127974827,0.141142678,0.123982158,0.124470121,0.143588354,0.136159448,0.127928733,0.144210466,0.16795032,0.125525177,0.135152485,0.150237974,0.13287895,0.128780189,0.130466477,0.147846886,0.121356224,0.151316958,0.119370658,0.13713779,0.166301335,0.145985906,0.139322819,0.150263847,0.139395397
1469,0.136049242,0.129455307,0.13608536,0.140487084,0.128799417,0.137669468,0.144930803,0.137361859,0.130568489,0.136276783,0.118558238,0.137736873,0.147349467,0.14856096,0.150141823,0.100080328,0.140128564,0.142394054,0.135007281,0.146565611,0.140436198,0.128063022,0.142975848,0.150621344,0.131769328,0.14268204,0.153420478,0.125300365,0.144909886,0.130384617,0.141895582,0.124320959,0.133516496,0.154420036,0.14088325,0.156283428,0.147634973,0.142682059,0.133369366,0.151792442,0.131505114,0.141078288,0.142255948,0.127627565,0.140997275,0.120237326,0.142359079,0.109858982,0.143629271,0.148901497,0.13887086,0.127349987,0.105081167,0.147196506,0.124495483,0.152980283,0.109540704,0.140919921,0.14065388,0.126790169,0.133640911,0.117526621,0.139795257,0.12808298,0.129042208,0.156271275,0.134261362,0.137955251,0.128856922,0.142067625,0.124871426,0.125364876,0.144546249,0.137075862,0.128813299,0.145216606,0.16901845,0.126414997,0.136072505,0.151213166,0.133802962,0.129683202,0.131386472,0.14883221,0.1222272,0.152290584,0.12026686,0.138087798,0.167329716,0.146971678,0.14025485,0.151259317,0.140313268
1470,0.136995476,0.130349448,0.137065723,0.141474472,0.129752157,0.138639758,0.145891042,0.138291025,0.131523463,0.137203513,0.119437775,0.138698532,0.148334626,0.149541467,0.151130284,0.100751434,0.14104853,0.143392326,0.135926444,0.14751328,0.141412703,0.128994281,0.143953595,0.151575153,0.132690356,0.143627002,0.154389041,0.126185545,0.14589836,0.131320486,0.142852576,0.125209362,0.134422201,0.155436373,0.141853287,0.15723681,0.148604534,0.143621307,0.134302729,0.152758231,0.13243539,0.142068967,0.143273044,0.128575878,0.141983411,0.121112386,0.14329344,0.110659986,0.144612934,0.149960521,0.13983669,0.128274843,0.105932608,0.148157571,0.125425434,0.15399356,0.110369508,0.141914734,0.141637256,0.127703511,0.134575595,0.118418319,0.140746153,0.129056128,0.13001826,0.157366108,0.135226695,0.138935965,0.129762194,0.143028749,0.12580711,0.126302229,0.145541319,0.138043934,0.129747184,0.146277659,0.170143624,0.127333809,0.13702695,0.15223048,0.134768925,0.130635572,0.132345481,0.149858193,0.123136905,0.153311042,0.121202992,0.139090045,0.168406413,0.148000164,0.141233259,0.152309933,0.141285604
1471,0.137997397,0.131291035,0.138079026,0.142516484,0.130741751,0.139667592,0.146907946,0.139266846,0.132526747,0.138179712,0.120366186,0.139708295,0.149377254,0.150573395,0.152175259,0.101472828,0.141998884,0.144455245,0.13687936,0.148515349,0.142434859,0.129972954,0.14497692,0.152567071,0.133671683,0.144634752,0.155399979,0.127118588,0.14694173,0.132296697,0.14386558,0.126156064,0.13537365,0.15650999,0.142889591,0.15824934,0.149627965,0.144620383,0.13528335,0.153773602,0.133412722,0.143104454,0.144346482,0.12955827,0.143013558,0.122031408,0.14428186,0.11150443,0.145657201,0.151084782,0.140854387,0.129241516,0.10683609,0.14916992,0.126399602,0.155058075,0.111253983,0.142963106,0.142666058,0.128648599,0.135550266,0.119373863,0.141736565,0.130081545,0.131052217,0.158518893,0.136244243,0.139978116,0.130698012,0.144038248,0.126794428,0.127279931,0.146581012,0.139071917,0.130745184,0.147400548,0.171330015,0.128288647,0.138031656,0.153306452,0.135775239,0.13164685,0.133339929,0.150933518,0.124099436,0.154383627,0.122194968,0.140147427,0.169525092,0.149083165,0.142273045,0.153418683,0.142316386
1472,0.139027372,0.132261976,0.139147001,0.143592075,0.131780525,0.140728903,0.147952935,0.140282089,0.133575183,0.139196822,0.121327344,0.140762249,0.150450937,0.15163657,0.153246736,0.102214903,0.142995224,0.145540572,0.137881189,0.14954069,0.143492257,0.130979445,0.146041178,0.153599471,0.134676224,0.145659507,0.156454234,0.128091446,0.148022244,0.13331506,0.144908405,0.127117422,0.136365638,0.157612962,0.143946486,0.159282106,0.150682568,0.145644684,0.13629465,0.154821339,0.13442446,0.144184146,0.145452591,0.130591417,0.144086662,0.122980411,0.145300623,0.11238033,0.146722255,0.152235132,0.141906518,0.130249282,0.107759635,0.150211849,0.127409611,0.156159964,0.112166804,0.144044247,0.143734571,0.12964997,0.136567532,0.120344711,0.142771524,0.131136035,0.132111012,0.15971015,0.137295539,0.141040332,0.131689548,0.145088343,0.127811234,0.12830444,0.147657046,0.140120328,0.131764068,0.14854835,0.172545544,0.129289988,0.139070132,0.154407098,0.136824215,0.132681627,0.134382372,0.15204577,0.125088058,0.155485368,0.123209902,0.141242031,0.170679567,0.150197978,0.143332338,0.154559667,0.143370951
1473,0.140095173,0.13327355,0.140277924,0.144704753,0.132860711,0.141826226,0.149037147,0.141345353,0.134690673,0.140261071,0.122350053,0.141868208,0.151580971,0.152742132,0.154362187,0.102992526,0.14404962,0.146669159,0.138939189,0.150606857,0.144597577,0.132028494,0.147152064,0.154687986,0.135730861,0.146711775,0.157556892,0.129108518,0.149155435,0.134382979,0.145991615,0.128123727,0.137406483,0.158769088,0.145050726,0.16034462,0.151782153,0.146701416,0.137356507,0.155917386,0.135489489,0.145320165,0.146609874,0.131676961,0.145210986,0.123971616,0.14636917,0.113291181,0.147821558,0.15344476,0.143000335,0.131312005,0.108721332,0.151292485,0.128472393,0.157306183,0.113122462,0.145171887,0.144858914,0.130722056,0.137628014,0.121350277,0.143860569,0.132232583,0.13320835,0.160950397,0.138383321,0.142135102,0.132736603,0.146189868,0.128874807,0.129383464,0.148785179,0.141207361,0.132820103,0.149743179,0.173816665,0.130340452,0.140149985,0.155544877,0.137932237,0.133758426,0.135486713,0.153213908,0.126115276,0.156637944,0.124253305,0.142384496,0.171891288,0.151357537,0.144426295,0.155759138,0.144471462
1474,0.141199618,0.134319427,0.141427016,0.145856607,0.133973818,0.14296246,0.150162334,0.142436902,0.135816107,0.141347727,0.123383431,0.142994371,0.152727308,0.153877081,0.155511411,0.10379385,0.145114373,0.147836474,0.140010451,0.151706509,0.145728917,0.133112674,0.148299154,0.155796546,0.13680654,0.147813479,0.158689552,0.13015377,0.150310132,0.135480458,0.147103632,0.129159481,0.138466412,0.15995151,0.146189423,0.161451843,0.152912555,0.147795663,0.138449712,0.157040637,0.136583815,0.146483715,0.147788698,0.132787188,0.146363588,0.125000147,0.14746625,0.114234197,0.148959139,0.154672987,0.144120626,0.132397908,0.109716722,0.15240862,0.129551588,0.158473454,0.114103586,0.146338147,0.146003757,0.131796952,0.138726083,0.122388608,0.14496929,0.133363121,0.134341431,0.162222263,0.139511771,0.143269749,0.133797916,0.147303121,0.129968897,0.130491095,0.149938336,0.142334334,0.133908773,0.150972077,0.175109421,0.131415003,0.141256617,0.156718933,0.13905638,0.134867327,0.136603485,0.154395897,0.127174237,0.157817568,0.125345315,0.143556415,0.173131352,0.152546265,0.145553501,0.156975983,0.145603837
1475,0.14234704,0.135402663,0.142618254,0.147059905,0.135138532,0.14415198,0.151335712,0.143571536,0.136973992,0.142474184,0.124430494,0.144167192,0.153899162,0.155050976,0.156703337,0.104624179,0.146205936,0.149044543,0.14111627,0.152841671,0.146895279,0.134229286,0.149500058,0.1569389,0.137909842,0.14896343,0.159867203,0.131246528,0.151504415,0.136621472,0.148252199,0.130217433,0.139567054,0.16116814,0.147362688,0.162606013,0.154080327,0.148936569,0.139576404,0.158201216,0.13770872,0.147688145,0.148997312,0.133939824,0.147557816,0.126069317,0.148600644,0.115220956,0.150134368,0.155930273,0.145285847,0.133522665,0.110744552,0.153575745,0.130653466,0.159680384,0.115121827,0.147550111,0.147183798,0.132900788,0.139876578,0.123458462,0.14611685,0.134534394,0.135517355,0.163543652,0.140695527,0.144443445,0.134899355,0.148448407,0.131100179,0.131644284,0.151123258,0.143498402,0.135035945,0.152236123,0.176434487,0.13253268,0.142399139,0.15793797,0.140213737,0.136012269,0.137750562,0.155607544,0.128267418,0.159031561,0.126490603,0.14477765,0.174411665,0.153775408,0.146714385,0.15821988,0.146769961
1476,0.143520586,0.136512233,0.143832077,0.148282523,0.136327064,0.145359977,0.152524354,0.144730146,0.13816391,0.143634786,0.125533944,0.14535802,0.155115187,0.156251865,0.157910112,0.105481841,0.147331292,0.150276521,0.142253132,0.154000932,0.148092069,0.135380214,0.150707534,0.158104341,0.139047234,0.150128315,0.161068244,0.132359435,0.152725619,0.137783438,0.149437143,0.131310141,0.140690443,0.162414111,0.148566347,0.163776565,0.155279962,0.150097904,0.140730107,0.159385812,0.138872794,0.148922382,0.150249964,0.135121452,0.148782423,0.127155847,0.149760814,0.116222887,0.151341444,0.157219651,0.146468879,0.134669708,0.111797937,0.154744915,0.131803601,0.160918436,0.116166954,0.148781309,0.148393074,0.134042677,0.141039139,0.124561709,0.14728928,0.135728567,0.136713164,0.164886908,0.141886259,0.145647422,0.136031739,0.149632596,0.13225522,0.13281841,0.152342627,0.1446909,0.136189723,0.153533671,0.177792017,0.133671323,0.143578782,0.159172821,0.141397874,0.137183691,0.13893257,0.156852459,0.129394928,0.160269629,0.127643029,0.146013538,0.175699548,0.155031583,0.147911194,0.159506739,0.147965578
1477,0.144734386,0.137662666,0.145079709,0.149541097,0.137551826,0.146600579,0.153757358,0.145928673,0.139385487,0.144831886,0.126695518,0.14657642,0.156376694,0.157493625,0.159156504,0.106369762,0.148493179,0.151554755,0.143424169,0.155201646,0.149331965,0.136583683,0.151943441,0.159309949,0.140223558,0.151338919,0.162309686,0.133504242,0.153982629,0.138983777,0.150668467,0.132451562,0.141839738,0.163709334,0.149817794,0.164990558,0.156532613,0.151297274,0.141930933,0.160614548,0.140095769,0.150200583,0.151550141,0.136346714,0.150048162,0.128283744,0.15096533,0.117255113,0.15259965,0.158547571,0.147679398,0.135852748,0.112892814,0.155936464,0.133000712,0.162189714,0.117248974,0.150058764,0.149644024,0.135219817,0.142240182,0.125710563,0.148494122,0.136963471,0.137946881,0.166270656,0.143110999,0.146903716,0.137197303,0.150855407,0.133450851,0.134025971,0.15361158,0.145940538,0.137380791,0.154885044,0.179189897,0.134840608,0.144803816,0.160446483,0.142618858,0.138400992,0.140157169,0.158132661,0.130565459,0.161549007,0.128827766,0.147280938,0.177022476,0.156328235,0.149154065,0.160839081,0.149209234
1478,0.145968463,0.138835286,0.146350042,0.150822562,0.138794239,0.147868519,0.154999356,0.147139784,0.140636782,0.146045847,0.127854154,0.147815202,0.157652421,0.158748851,0.16041744,0.107281579,0.149670604,0.152851224,0.144609632,0.156422193,0.150583767,0.137797883,0.153212068,0.160527125,0.141423617,0.152560254,0.16356486,0.134668426,0.155258783,0.140200718,0.151905522,0.133610402,0.143016721,0.165010906,0.151089873,0.166216656,0.157782285,0.15251073,0.14314869,0.16184975,0.141320677,0.151498002,0.152862295,0.137579555,0.151335129,0.129430759,0.152182373,0.118307744,0.153863976,0.159903085,0.148914593,0.137057356,0.114008533,0.157163238,0.134210415,0.163477918,0.118344355,0.151350448,0.150905814,0.136413046,0.143455076,0.12687169,0.14972244,0.138217066,0.139200756,0.167668203,0.144355272,0.14816229,0.138377412,0.152082856,0.134667572,0.135266833,0.154888161,0.147187547,0.138594643,0.156244209,0.180611053,0.136034287,0.146036038,0.161733803,0.143858424,0.139627479,0.141389665,0.159433793,0.131753798,0.162847402,0.130044341,0.148571756,0.178370032,0.157639368,0.150408719,0.162189566,0.150465349
1479,0.147238463,0.140042762,0.147653009,0.152134149,0.140072732,0.149176652,0.156255683,0.148374126,0.141931796,0.147300834,0.129039824,0.149084111,0.158966689,0.160032119,0.161694379,0.108223088,0.150883901,0.15417206,0.145832754,0.157670402,0.151862516,0.139040839,0.154509902,0.161764714,0.142653799,0.153801663,0.164847851,0.135859364,0.156568538,0.141443045,0.153174795,0.134796362,0.144227214,0.166330917,0.152389716,0.167457474,0.159047619,0.153748008,0.144386496,0.163102021,0.142567347,0.152829039,0.154212777,0.138838879,0.152661525,0.130595448,0.153423109,0.119380429,0.155154886,0.161297015,0.15018378,0.138287015,0.115148609,0.158417331,0.135460338,0.164808467,0.11946084,0.152668636,0.152192975,0.137644862,0.144687808,0.128060072,0.150987678,0.139493065,0.140482557,0.169091814,0.145615568,0.149440682,0.139592358,0.153346472,0.135913502,0.13654619,0.156192537,0.148450741,0.13984394,0.157634181,0.182076232,0.137265943,0.147302265,0.16304056,0.145124406,0.140873541,0.142647553,0.160779719,0.132979954,0.164171299,0.131282503,0.149892441,0.179738785,0.158978408,0.151702548,0.163581937,0.15174664
